0.10907351,1.0349065,-0.23560148,-0.06208175,0.48357648,0.73623741,-0.047409598,0,0.80149341,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11504155,-0.49881592,-0.92990202,0.12994128,0.17460699,-1.1216204,0.063061528,0.72199565,-0.78892815,-0.031788602,-0.76028335,0.44014636,0.19976874,0.18657424,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.63516718,0.74138963,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063258529,0.48357648,0.73623741,-0.047409598,0,0.80149341,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11384,-0.49766457,-0.92990202,0.12994128,0.17460699,-1.1216204,0.064256877,0.72199565,-0.78892815,-0.031788602,-0.76028335,0.44014636,0.19976874,0.18773484,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.6363461,0.74138963,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.04829419,0,0.80059612,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.17549551,-1.1216204,0.064548939,0.72287422,-0.78892815,-0.031788602,-0.7593779,0.43923387,0.19890857,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.63574326,0.74052507,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.049464799,0,0.79940873,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.17667131,-1.1216204,0.064548939,0.72403687,-0.78892815,-0.031788602,-0.75817961,0.43802634,0.19777028,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.63456434,0.73938096,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.050635405,0,0.79822135,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.17784712,-1.1216204,0.064548939,0.72519946,-0.78892815,-0.031788602,-0.75698137,0.43681881,0.19663201,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.63338536,0.73823678,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.051806014,0,0.79703397,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.17902292,-1.1216204,0.064548939,0.72636211,-0.78892815,-0.031788602,-0.75578314,0.43561128,0.19549373,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.63220644,0.73709267,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.052976619,0,0.79584652,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.18019873,-1.1216204,0.064548939,0.72752476,-0.78892815,-0.031788602,-0.75458491,0.43440375,0.19435544,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.63102746,0.73594856,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.054147229,0,0.79465914,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.18137453,-1.1216204,0.064548939,0.72868735,-0.78892815,-0.031788602,-0.75338668,0.43319619,0.19321716,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.62984848,0.73480445,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.055317834,0,0.79347175,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.18255034,-1.1216204,0.064548939,0.72984999,-0.78892815,-0.031788602,-0.75218844,0.43198866,0.19207887,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.62866956,0.73366034,0.016216703
0.10907351,1.0349065,-0.23560148,-0.063546054,0.48357648,0.73623741,-0.056488443,0,0.79228437,0.046846833,-0.64198655,0.48579058,0.21142818,-0.8874054,-0.42213959,0.11354642,-0.49738327,-0.92990202,0.12994128,0.18372615,-1.1216204,0.064548939,0.73101264,-0.78892815,-0.031788602,-0.75099015,0.43078113,0.19094059,0.18801841,-1.0592602,0.46241215,-0.77768368,-0.3806904,0.62749058,0.73251617,0.016216703
